"presence","x","y","cells","bio1","bio12","bio15","ntl","pop_dens","dist_karst","perc_water_bodies","perc_evgrn_ndlf_forests","perc_evgrn_brdlf_forests","perc_decid_brdlf_forests","perc_mxd_forests"
0,104.125,34.325,109,4.32260704040527,614.821411132812,82.232292175293,0.331527262926102,124.75724029541,0.15811388194561,0,0,0,0,0
0,104.375,34.325,114,4.3299822807312,621.607116699219,81.8426284790039,0.275703996419907,67.0330200195312,0.0500000007450581,0,0,0,0,0
0,104.525,34.325,117,4.1986722946167,620.733337402344,81.867057800293,0.35472646355629,74.4568710327148,0,0,0,0,0,0
0,104.875,34.325,124,5.08814859390259,642.428588867188,80.8730545043945,0.258075594902039,56.1745872497559,0,0,0,0,60,0
0,104.175,34.275,575,4.8835506439209,614.328552246094,82.3141403198242,0.33135974407196,110.609069824219,0.141421362757683,0,0,0,0,0
0,104.225,34.275,576,5.27376461029053,613.937805175781,82.5117340087891,0.331796109676361,88.7355041503906,0.180277571082115,0,0,0,0,0
0,104.475,34.275,581,3.33389115333557,636.52001953125,80.5116424560547,0.264938622713089,74.2497024536133,0,0,0,0,0,0
0,104.675,34.275,585,2.71726751327515,655.566650390625,80.0922698974609,0.263831913471222,51.7588653564453,0,0,0,0,0,0
0,104.875,34.275,589,4.61016130447388,661.466674804688,80.7121429443359,0.253247618675232,41.1419143676758,0,0,0,0,68,0
0,105.225,34.275,596,8.4183292388916,638.591125488281,80.5254135131836,0.292995244264603,114.218399047852,0,0,0,0,0,0
0,103.675,34.225,1030,-0.131733357906342,670.44287109375,84.2987060546875,0.2676822245121,0.0171849932521582,0,0,0,0,0,0
0,103.975,34.225,1036,2.4303822517395,647.528869628906,82.6391067504883,0.254464149475098,44.2278442382812,0,0,0,0,0,0
0,104.075,34.225,1038,3.43910479545593,632.842834472656,81.9286956787109,0.259430736303329,51.1311798095703,0.0500000007450581,0,0,0,1,0
0,105.075,34.225,1058,7.53782081604004,639.571411132812,80.3069381713867,0.275900721549988,208.264770507812,0,0,0,0,35,0
0,105.275,34.225,1062,9.14330863952637,628.137756347656,80.8618621826172,0.432275742292404,259.709442138672,0.0500000007450581,0,0,0,0,0
0,105.375,34.225,1064,9.26612758636475,634.400024414062,80.3762283325195,0.662348508834839,260.403717041016,0.100000001490116,0,0,0,0,0
0,103.975,34.175,1501,1.9514285326004,660.704772949219,82.6761932373047,0.256474018096924,26.0039958953857,0,0,0,0,5,0
0,104.025,34.175,1502,2.01078581809998,659.995239257812,82.0894241333008,0.250566810369492,39.1839714050293,0,0,0,0,0,0
0,104.425,34.175,1510,4.41375160217285,640.760192871094,80.39013671875,0.259006202220917,36.2110633850098,0.0707106813788414,0,0,0,0,0
0,103.475,34.125,1956,2.66693878173828,662.900024414062,84.1697845458984,0.247924789786339,4.2481951713562,0,0,0,0,8,33
0,103.675,34.125,1960,0.339619040489197,685.464294433594,83.827507019043,0.25695875287056,10.0670013427734,0,0,0,0,0,1
0,104.375,34.125,1974,6.06562519073486,616,81.3562240600586,0.267708599567413,93.1510009765625,0.111803397536278,0,0,0,0,0
0,104.425,34.125,1975,5.55959510803223,627.214294433594,80.7987213134766,0.269298642873764,50.943904876709,0.111803397536278,0,0,0,0,0
0,104.825,34.125,1983,4.66556549072266,669.142883300781,80.6954574584961,0.251625329256058,13.5896091461182,0,0,0,0,56,0
0,104.875,34.125,1984,5.17920827865601,662.75,80.217170715332,0.258439183235168,27.9950008392334,0,0,0,0,47,0
0,105.325,34.125,1993,8.880690574646,636.75,80.0490036010742,0.54437643289566,281.315399169922,0.0500000007450581,0,0,0,0,0
0,105.425,34.125,1995,8.52304172515869,649.428588867188,79.4643173217773,0.335474014282227,204.071792602539,0.100000001490116,0,0,0,0,0
0,105.675,34.125,2000,8.65536308288574,662.607116699219,79.4371871948242,0.262356251478195,79.1512222290039,0.100000001490116,0,0,0,91,0
0,103.325,34.075,2418,2.53144550323486,648.714294433594,84.5776672363281,0.267882436513901,38.6819458007812,0,0,0,0,0,25
0,103.675,34.075,2425,1.83349323272705,671.872436523438,83.4940795898438,0.242678120732307,13.0803747177124,0,0,0,0,0,9
0,103.725,34.075,2426,2.24038577079773,666.214294433594,83.0454711914062,0.248456612229347,12.7152576446533,0,0,0,0,0,31
0,103.775,34.075,2427,3.47894763946533,651.728576660156,82.7155380249023,0.256054639816284,11.6701736450195,0,0,0,0,2,0
0,103.875,34.075,2429,5.03794050216675,634,82.7051162719727,0.247771367430687,9.15405559539795,0,0,0,0,0,6
0,104.025,34.075,2432,1.51240634918213,678.838073730469,81.9815444946289,0.256889045238495,22.9444236755371,0,0,0,0,0,23
0,104.675,34.075,2445,4.57780933380127,673.224487304688,79.8332366943359,0.251851469278336,40.6638145446777,0,0,0,0,0,0
0,104.825,34.075,2448,4.76201772689819,677.7958984375,80.1803283691406,0.256289005279541,29.6754837036133,0,0,0,0,22,0
0,105.225,34.075,2456,7.84335565567017,652.780944824219,79.4840087890625,0.332606703042984,280.680480957031,0,0,0,0,2,4
0,105.325,34.075,2458,9.04502582550049,638.214294433594,80.1179580688477,1.19090306758881,424.309906005859,0,0,0,0,0,0
0,105.375,34.075,2459,8.5758752822876,648.285705566406,79.5231018066406,0.417145609855652,232.412811279297,0.0500000007450581,0,0,0,1,0
0,105.875,34.075,2469,9.59091663360596,671.392883300781,79.408203125,0.262516766786575,22.2035465240479,0.141421362757683,0,0,0,99,0
0,103.375,34.025,2884,4.67642211914062,625.200012207031,84.3442459106445,0.332262009382248,11.9428653717041,0,0,0,0,12,28
