"presence","x","y","cells","bio1","bio12","bio15","ntl","pop_dens","dist_karst","perc_water_bodies","perc_evgrn_ndlf_forests","perc_evgrn_brdlf_forests","perc_decid_brdlf_forests","perc_mxd_forests"
0,102.075,4.325,71287,26.0186252593994,2415.35717773438,28.1845760345459,0.358058094978333,7.47380304336548,0.0500000007450581,0,0,34,0,0
0,102.375,4.325,71293,25.9256420135498,2306.67846679688,29.0567607879639,0.366799265146255,4.9309868812561,0,0,0,92,0,0
0,102.975,4.325,71305,24.4074535369873,2963.32861328125,45.6944198608398,0.266304403543472,7.589928150177,0.494974732398987,0,0,100,0,0
0,103.225,4.325,71310,26.1480102539062,2995.31420898438,61.306022644043,0.457488000392914,13.1465511322021,0.680073499679565,0,0,37,0,0
0,100.575,4.275,71444,26.7118377685547,2019.32861328125,31.7013092041016,1.01605606079102,280.117309570312,0.667083203792572,79,0,9,0,0
1,101.525,4.275,71463,22.2941493988037,2929.8310546875,28.025671005249,0.31478151679039,10.0748872756958,0.335410207509995,0,0,100,0,0
0,102.075,4.275,71474,26.1242294311523,2404.5380859375,27.4503021240234,0.388994961977005,7.50238513946533,0,0,0,37,0,0
0,102.275,4.275,71478,25.5428810119629,2356.435546875,28.2598705291748,0.246794745326042,5.2950758934021,0,0,0,100,0,0
0,102.325,4.275,71479,25.8172798156738,2294.74755859375,28.4967174530029,0.259823530912399,4.93098735809326,0,0,0,98,0,0
0,102.375,4.275,71480,25.8914623260498,2280.63330078125,28.6948642730713,0.288325875997543,4.93098735809326,0,0,0,95,0,0
0,102.925,4.275,71491,22.1996402740479,2882.20947265625,43.6276702880859,0.262956768274307,4.89210367202759,0.424264073371887,0,0,100,0,0
0,102.975,4.275,71492,24.1348609924316,2952.59106445312,44.641242980957,0.26342037320137,12.9902610778809,0.460977226495743,0,0,100,0,0
0,101.075,4.225,71641,27.2810649871826,2777.39038085938,25.7209529876709,0.78167587518692,75.5883255004883,0.756637275218964,5,0,55,0,0
0,101.475,4.225,71649,19.6368846893311,2919.16455078125,30.3119201660156,0.298413187265396,27.4621505737305,0.364005506038666,0,0,100,0,0
0,102.125,4.225,71662,25.9933395385742,2374.06665039062,27.3003787994385,0.38060587644577,14.0256462097168,0.0500000007450581,0,0,18,0,0
0,102.225,4.225,71664,25.7139949798584,2336.64892578125,27.7764892578125,0.24571692943573,10.4609241485596,0.0500000007450581,0,0,100,0,0
0,102.525,4.225,71670,25.1825733184814,2460.61328125,30.1790447235107,0.261049330234528,0.723386764526367,0.141421362757683,0,0,99,0,0
0,102.975,4.225,71679,24.7591037750244,2945.92895507812,43.6301231384277,0.264014899730682,14.1145057678223,0.424264073371887,0,0,100,0,0
