"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
3058874629,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/59429287","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","IN","","Himachal Pradesh","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",30.890372,77.082653,NA,NA,NA,NA,NA,NA,2015-03-05 17:08:00,5,3,2015,2432641,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","59429287","","Yuzefovich Alexander",2021-01-26 19:23:37,"CC_BY_NC_4_0","Manuel Ruedi","Manuel Ruedi",NA,"",2023-09-28 11:30:34.374,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
3058852649,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/68712155","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","HK","","Yuen Long","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.422642,114.1045,500,NA,NA,NA,NA,NA,2015-04-16 21:02:00,16,4,2015,7261959,7261959,"HUMAN_OBSERVATION","iNaturalist","Observations","68712155","","Tommy Hui",2021-01-28 04:48:09,"CC_BY_NC_4_0","Tommy Hui","Tommy Hui",NA,"",2023-09-28 11:34:55.034,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
3058849681,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/68712154","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","HK","","Sha Tin","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.390931,114.234044,500,NA,NA,NA,NA,NA,2015-08-22 20:24:00,22,8,2015,7261959,7261959,"HUMAN_OBSERVATION","iNaturalist","Observations","68712154","","Tommy Hui",2021-01-28 04:48:08,"CC_BY_NC_4_0","Tommy Hui","Tommy Hui",NA,"",2023-09-28 11:34:55.025,"StillImage","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
3058769354,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/22871859","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","","Perlis","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",6.700058,100.197692,NA,NA,NA,NA,NA,NA,2019-04-20 23:44:58,20,4,2019,2432641,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","22871859","","Hamrish Singh",2019-04-22 11:02:54,"CC_BY_NC_4_0","Hamrish Singh","Hamrish Singh",NA,"",2023-09-28 11:13:38.778,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
3058759433,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/39651048","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","KH","","Siemréab","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",13.475282,104.228582,4,NA,NA,NA,NA,NA,2014-02-26 17:48:00,26,2,2014,2432641,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","39651048","","",NA,"CC_BY_4_0","Yves Bas","Yves Bas",NA,"",2023-09-28 11:21:08.139,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
3058713659,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/67765122","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","ID","","Jawa Timur","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",-8.677892,114.373164,NA,NA,NA,NA,NA,NA,2010-07-17 12:39:00,17,7,2010,2432641,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","67765122","","Manuel Ruedi",2021-01-08 21:44:36,"CC_BY_NC_4_0","Manuel Ruedi","Manuel Ruedi",NA,"",2023-09-28 13:05:27.648,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
3058706331,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/11989505","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","HK","","Islands","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.272469,113.95236,15,NA,NA,NA,NA,NA,2018-04-29 19:16:00,29,4,2018,2432641,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","11989505","","johnallcock",2018-05-01 14:42:31,"CC_BY_NC_4_0","johnallcock","johnallcock",NA,"",2023-09-28 12:39:24.922,"StillImage","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
3058703322,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/8889540","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","TH","","Songkhla","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",6.656958,100.399672,1598,NA,NA,NA,NA,NA,2016-07-12 11:22:42,12,7,2016,2432641,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","8889540","","Yingyod Lapwong",2017-11-21 21:58:25,"CC_BY_NC_4_0","Yingyod Lapwong","Yingyod Lapwong",NA,"",2023-09-28 11:08:32.252,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
3058683470,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/41518236","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","CN","","Zhejiang","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",30.103428,118.884438,825,NA,NA,NA,NA,NA,2010-09-26 08:48:00,26,9,2010,2432641,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","41518236","","HUANG QIN",2020-04-06 08:32:31,"CC_BY_4_0","HUANG QIN","HUANG QIN",NA,"",2023-09-28 11:21:59.47,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
3039428567,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/69156290","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","macrurus","SUBSPECIES","Rhinolophus affinis macrurus K.Andersen, 1905","Rhinolophus affinis macrurus","","LA","","Phôngsali","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.050667,102.269639,NA,NA,NA,NA,NA,NA,2005-03-19 04:40:00,19,3,2005,4266822,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","69156290","","bdagley",2021-04-29 09:44:15,"CC_BY_NC_4_0","Manuel Ruedi","Manuel Ruedi",NA,"",2023-09-28 13:05:50.064,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
3031901376,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/12103306","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","TH","","Songkhla","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",6.652531,100.400353,10,NA,NA,NA,NA,NA,2016-09-28 19:09:00,28,9,2016,2432641,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","12103306","","Yingyod Lapwong",2018-05-03 19:53:38,"CC_BY_NC_4_0","Yingyod Lapwong","Yingyod Lapwong",NA,"",2023-09-28 11:09:14.058,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
2850994999,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/55270251","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","IN","","Assam","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",25.576184,92.659129,1483,NA,NA,NA,NA,NA,2011-02-09 17:08:00,9,2,2011,2432641,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","55270251","","Manuel Ruedi",2020-08-03 12:53:43,"CC_BY_NC_4_0","Manuel Ruedi","Manuel Ruedi",NA,"",2023-09-28 13:17:51.35,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
2826502477,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/54610646","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","TH","","Phetchaburi","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",12.84376,99.59116,215,NA,NA,NA,NA,NA,2018-10-06 19:37:00,6,10,2018,2432641,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","54610646","","ian_dugdale",2020-07-28 08:22:31,"CC_BY_4_0","ian_dugdale","ian_dugdale",NA,"",2023-09-28 12:59:57.721,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
2804490192,"2aa02cf8-c402-412c-9ad1-585e1e185bef","http://arctos.database.museum/guid/ASNHC:Mamm:18477?seid=4472369","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus thomasi","","SPECIES","Rhinolophus thomasi K.Andersen, 1905","Rhinolophus thomasi","","CN","Menglun, Menguing Cave, Xishuangbanna Dai Autonomous Prefecture","Yunnan","PRESENT",NA,"9c0a8aa8-4ce7-49ba-aac7-21a97234f886",21.742401,101.489053,NA,NA,NA,NA,NA,NA,1988-08-13,13,8,1988,2432660,2432660,"PRESERVED_SPECIMEN","ASNHC","Mamm","ASNHC:Mamm:18477","","Thomas E. Lee Jr.",1988-08-13,"CC0_1_0","","Collector(s): Art G. Cleveland; Preparator(s): Art G. Cleveland",NA,"",2023-09-28 16:48:36.822,"","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE"
2651424402,"55a052c5-3cea-49f6-a525-d06d9f02dba8","SEABCRU-occur-0007014","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Wind Cave Nature Reserve","Sarawak","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",1.41458,110.13731,NA,NA,28,NA,NA,NA,2016-12-17,17,12,2016,2432641,2432641,"HUMAN_OBSERVATION","","","","WCNR16-037","Syafiqah Shazali, Ellen McArthur, Nurul Farah Tahir, Charles Francis",NA,"CC_BY_NC_4_0","","Ellen Mc Arthur, Syafiqah Shazali, Farah Diyana Tahir, Miyn Naharuddin, Faisal A.A. Khan",NA,"",2023-08-25 16:08:38.987,"","CONTINENT_DERIVED_FROM_COORDINATES"
2651424335,"55a052c5-3cea-49f6-a525-d06d9f02dba8","SEABCRU-occur-0006996","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Wind Cave Nature Reserve","Sarawak","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",1.41458,110.13731,NA,NA,28,NA,NA,NA,2016-12-16,16,12,2016,2432641,2432641,"HUMAN_OBSERVATION","","","","WCNR16-014","Syafiqah Shazali, Ellen McArthur, Nurul Farah Tahir, Charles Francis",NA,"CC_BY_NC_4_0","","Ellen Mc Arthur, Syafiqah Shazali, Farah Diyana Tahir, Miyn Naharuddin, Faisal A.A. Khan",NA,"",2023-08-25 16:08:38.661,"","CONTINENT_DERIVED_FROM_COORDINATES"
2651424334,"55a052c5-3cea-49f6-a525-d06d9f02dba8","SEABCRU-occur-0006995","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","Wind Cave Nature Reserve","Sarawak","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",1.41458,110.13731,NA,NA,28,NA,NA,NA,2016-12-16,16,12,2016,2432641,2432641,"HUMAN_OBSERVATION","","","","WCNR16-013","Syafiqah Shazali, Ellen McArthur, Nurul Farah Tahir, Charles Francis",NA,"CC_BY_NC_4_0","","Ellen Mc Arthur, Syafiqah Shazali, Farah Diyana Tahir, Miyn Naharuddin, Faisal A.A. Khan",NA,"",2023-08-25 16:08:38.658,"","CONTINENT_DERIVED_FROM_COORDINATES"
2640468361,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006912","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Kiskendo Cave, Jatimulyo, Girimulyo District, Kulonprogo Regency","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.747647,110.131205,NA,NA,677,NA,NA,NA,2018-04-27,27,4,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40573","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:32.291,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640468357,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006914","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Kiskendo Cave, Jatimulyo, Girimulyo District, Kulonprogo Regency","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.747647,110.131205,NA,NA,677,NA,NA,NA,2018-04-27,27,4,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40575","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:32.196,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640468356,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006913","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Kiskendo Cave, Jatimulyo, Girimulyo District, Kulonprogo Regency","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.747647,110.131205,NA,NA,677,NA,NA,NA,2018-04-27,27,4,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40574","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:32.192,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640468355,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006916","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Kiskendo Cave, Jatimulyo, Girimulyo District, Kulonprogo Regency","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.747647,110.131205,NA,NA,677,NA,NA,NA,2018-04-27,27,4,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40577","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:32.185,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640468354,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006915","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Kiskendo Cave, Jatimulyo, Girimulyo District, Kulonprogo Regency","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.747647,110.131205,NA,NA,677,NA,NA,NA,2018-04-27,27,4,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40576","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:32.179,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640468353,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006918","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Kiskendo Cave, Jatimulyo, Girimulyo District, Kulonprogo Regency","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.747647,110.131205,NA,NA,677,NA,NA,NA,2018-04-27,27,4,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40579","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:32.175,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640468352,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006917","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Kiskendo Cave, Jatimulyo, Girimulyo District, Kulonprogo Regency","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.747647,110.131205,NA,NA,677,NA,NA,NA,2018-04-27,27,4,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40578","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:32.17,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640468351,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006919","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Kiskendo Cave, Jatimulyo, Girimulyo District, Kulonprogo Regency","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.747647,110.131205,NA,NA,677,NA,NA,NA,2018-04-27,27,4,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40580","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:32.163,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640468343,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006921","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Kiskendo Cave, Jatimulyo, Girimulyo District, Kulonprogo Regency","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.747647,110.131205,NA,NA,677,NA,NA,NA,2018-04-27,27,4,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40582","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:31.9,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640468341,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006920","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Kiskendo Cave, Jatimulyo, Girimulyo District, Kulonprogo Regency","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.747647,110.131205,NA,NA,677,NA,NA,NA,2018-04-27,27,4,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40581","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:31.853,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640468339,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006923","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Plawangan Cave, Sleman Regency, Gunung Merapi National Park","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.58682,110.430393,NA,NA,1100,NA,NA,NA,2018-05-04,4,5,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40584","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:31.847,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640468338,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006922","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Plawangan Cave, Sleman Regency, Gunung Merapi National Park","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.58682,110.430393,NA,NA,1100,NA,NA,NA,2018-05-04,4,5,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40583","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:31.843,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640468336,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006925","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Plawangan Cave, Sleman Regency, Gunung Merapi National Park","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.58682,110.430393,NA,NA,1100,NA,NA,NA,2018-05-04,4,5,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40586","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:31.839,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640468335,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006924","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Plawangan Cave, Sleman Regency, Gunung Merapi National Park","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.58682,110.430393,NA,NA,1100,NA,NA,NA,2018-05-04,4,5,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40585","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:31.836,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
2640468334,"271b9b36-b060-4f97-b438-81edb970a1a0","SEABCRU-occur-0006927","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","ID","Plawangan Cave, Sleman Regency, Gunung Merapi National Park","Daerah Istimewa Yogyakarta","PRESENT",NA,"768e0109-68c6-4611-b8be-df2ae01aa470",-7.58682,110.430393,NA,NA,1100,NA,NA,NA,2018-05-04,4,5,2018,2432639,2432639,"HUMAN_OBSERVATION","","","","MZB.Mamm.40588","Maharadatunkamsi",NA,"CC_BY_NC_4_0","","Maharadatunkamsi",NA,"",2023-08-25 13:36:31.833,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES"
