"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
911739234,"854f70cc-55e3-4af2-9417-0f47d6c7902d","urn:catalog:TTU:Mammals:108362","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","MOUNT PENRISEN, BORNEO HEIGHTS","Sarawak","PRESENT",NA,"acac73b0-055d-11d8-b84f-b8a03c50a862",1.128167,110.218528,NA,NA,857,0,NA,NA,2006-08-17,17,8,2006,2432641,2432641,"PRESERVED_SPECIMEN","TTU","Mammals","108362","2707","",NA,"CC_BY_4_0","","BAKER, R J ET AL; SOLARI, S",NA,"Native",2023-09-07 08:08:26.378,"","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
911739182,"854f70cc-55e3-4af2-9417-0f47d6c7902d","urn:catalog:TTU:Mammals:108361","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","MOUNT PENRISEN, BORNEO HEIGHTS","Sarawak","PRESENT",NA,"acac73b0-055d-11d8-b84f-b8a03c50a862",1.128167,110.218528,NA,NA,857,0,NA,NA,2006-08-17,17,8,2006,2432641,2432641,"PRESERVED_SPECIMEN","TTU","Mammals","108361","862","",NA,"CC_BY_4_0","","BAKER, R J ET AL; LARSEN, P A",NA,"Native",2023-09-07 08:08:26.378,"","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
911739181,"854f70cc-55e3-4af2-9417-0f47d6c7902d","urn:catalog:TTU:Mammals:108360","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","MOUNT PENRISEN, BORNEO HEIGHTS","Sarawak","PRESENT",NA,"acac73b0-055d-11d8-b84f-b8a03c50a862",1.128167,110.218528,NA,NA,857,0,NA,NA,2006-08-17,17,8,2006,2432641,2432641,"PRESERVED_SPECIMEN","TTU","Mammals","108360","47","",NA,"CC_BY_4_0","","BAKER, R J ET AL; ANWARALI, F A",NA,"Native",2023-09-07 08:08:26.378,"","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
911739040,"854f70cc-55e3-4af2-9417-0f47d6c7902d","urn:catalog:TTU:Mammals:108177","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","KRAU GAME RESERVE","Pahang","PRESENT",NA,"acac73b0-055d-11d8-b84f-b8a03c50a862",3.596,102.181722,NA,NA,72,0,NA,NA,2006-08-04,4,8,2006,2432636,2432636,"PRESERVED_SPECIMEN","TTU","Mammals","108177","","",NA,"CC_BY_4_0","","BAKER, R J ET AL",NA,"Native",2023-09-07 08:08:26.344,"","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
911738994,"854f70cc-55e3-4af2-9417-0f47d6c7902d","urn:catalog:TTU:Mammals:108171","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus stheno","","SPECIES","Rhinolophus stheno K.Andersen, 1905","Rhinolophus stheno","","MY","KRAU GAME RESERVE","Pahang","PRESENT",NA,"acac73b0-055d-11d8-b84f-b8a03c50a862",3.596,102.181722,NA,NA,72,0,NA,NA,2006-08-03,3,8,2006,2432636,2432636,"PRESERVED_SPECIMEN","TTU","Mammals","108171","799","",NA,"CC_BY_4_0","","BAKER, R J ET AL; LARSEN, P A",NA,"Native",2023-09-07 08:08:26.344,"","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
911738985,"854f70cc-55e3-4af2-9417-0f47d6c7902d","urn:catalog:TTU:Mammals:108353","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","MY","MOUNT PENRISEN, BORNEO HEIGHTS","Sarawak","PRESENT",NA,"acac73b0-055d-11d8-b84f-b8a03c50a862",1.128167,110.218528,NA,NA,857,0,NA,NA,2006-08-17,17,8,2006,2432641,2432641,"PRESERVED_SPECIMEN","TTU","Mammals","108353","2705","",NA,"CC_BY_4_0","","BAKER, R J ET AL; SOLARI, S",NA,"Native",2023-09-07 08:08:26.378,"","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
911676539,"854f70cc-55e3-4af2-9417-0f47d6c7902d","urn:catalog:TTU:Mammals:45411","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","TH","HUAI KHA KHANG WILDLIFE SANCTUARY, 1.5 KM W KHAO NANG-RUM WILDLIFE RESEARCH STATION","Uthai thani prov","PRESENT",NA,"acac73b0-055d-11d8-b84f-b8a03c50a862",15.483334,99.283333,NA,NA,NA,NA,NA,NA,1983-07-23,23,7,1983,2432641,2432641,"PRESERVED_SPECIMEN","TTU","Mammals","45411","6114","",NA,"CC_BY_4_0","","SCHLITTER, D A",NA,"Native",2023-09-07 08:08:25.788,"","COORDINATE_ROUNDED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH"
85187953,"85facc5c-f762-11e1-a439-00145eb45e9a","85187953","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","LA","BAN NAMSA, NAM ET NBCA","","PRESENT",NA,"6b8da9ca-0648-4df3-9f0a-d43ab20a9412",20.1,103.32,NA,NA,NA,NA,NA,NA,1998-04-01,1,4,1998,2432639,2432639,"PRESERVED_SPECIMEN","EBD_CSIC","EBD_MAM","24956","","",NA,"CC_BY_NC_4_0","","",NA,"",2023-09-07 08:11:14.007,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE"
813328024,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","905a6a4b-1ed8-11e3-bfac-90b11c41863e","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis?","","PH","Mt. Balatukan; Gingoog City; Lunotan; San Isidro","Misamis Oriental","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",8.7325,125.0035,NA,NA,NA,NA,NA,NA,2008-11-10,10,11,2008,2432641,2432641,"PRESERVED_SPECIMEN","KU","KUM","167145","","",NA,"CC_BY_4_0","","Esselstyn J A",NA,"",2023-09-27 15:55:35.35,"",""
813328023,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","905a68e9-1ed8-11e3-bfac-90b11c41863e","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis?","","PH","Mt. Balatukan; Gingoog City; Lunotan; San Isidro","Misamis Oriental","PRESENT",NA,"b554c320-0560-11d8-b851-b8a03c50a862",8.7325,125.0035,NA,NA,NA,NA,NA,NA,2008-11-10,10,11,2008,2432641,2432641,"PRESERVED_SPECIMEN","KU","KUM","167144","","",NA,"CC_BY_4_0","","Esselstyn J A",NA,"",2023-09-27 15:55:34.726,"",""
675929366,"b6015b60-6f96-43a9-88e5-2f41854e8f07","urn:catalog:TCWC:Mammals:55565","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","macrurus","SUBSPECIES","Rhinolophus affinis macrurus K.Andersen, 1905","Rhinolophus affinis macrurus","","TH","Huai Kha Khaeng Wildlife Sanctuary, 1.5 km W Khao Nang-Rum Wildlife Research Station, 15Â°29'N, 99Â°17'E","Uthai Thani","PRESENT",NA,"2b8e48b0-812d-11de-86fe-b8a03c50a862",15.065194,99.499581,NA,NA,NA,NA,NA,NA,1983-07-23,23,7,1983,4266822,2432641,"PRESERVED_SPECIMEN","TCWC","Mammals","55565","6115","",NA,"CC0_1_0","","Schlitter, D.A. et al; Schlitter, D.A.",NA,"Native",2023-09-27 16:38:40.63,"","GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
665733219,"41fc5c40-5e81-496f-9733-6b5681b3b7a5","1ffacb8b-23db-4f00-a63f-47c1489833b9","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","NP","Num Bridge, E Side","Sankhuwasabha","PRESENT",NA,"7b8aff00-a9f8-11d8-944b-b8a03c50a862",27.549999,87.283333,NA,NA,853,NA,NA,NA,1973-05-27,27,5,1973,7261959,7261959,"PRESERVED_SPECIMEN","FMNH","Mammals","114244","431","",NA,"CC0_1_0","The Field Museum of Natural History","D. M. Lay",NA,"",2023-09-27 15:57:35.573,"","COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY"
4413422980,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/178107793","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","HK","","North","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.508108,114.250938,9935,NA,NA,NA,NA,NA,2023-08-05 19:30:00,5,8,2023,2432639,2432639,"HUMAN_OBSERVATION","iNaturalist","Observations","178107793","","Hong Kong Bat Radar",2023-08-14 01:02:01,"CC_BY_NC_4_0","matthewkwan","matthewkwan",NA,"",2023-09-28 12:49:27.516,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4177286854,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/178107791","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","HK","","North","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.508108,114.250938,9935,NA,NA,NA,NA,NA,2023-08-05 19:21:00,5,8,2023,2432641,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","178107791","","Yuzefovich Alexander",2023-08-13 21:48:25,"CC_BY_NC_4_0","matthewkwan","matthewkwan",NA,"",2023-09-28 12:48:11.492,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4165884686,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/174726509","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","HK","","Tsuen Wan","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.352115,114.191141,30298,NA,NA,NA,NA,NA,2023-07-24 20:53:00,24,7,2023,7261959,7261959,"HUMAN_OBSERVATION","iNaturalist","Observations","174726509","","Yu Ching Tam",2023-07-24 18:22:06,"CC_BY_NC_4_0","Yu Ching Tam","Yu Ching Tam",NA,"",2023-09-28 12:46:22.977,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4165716835,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/174726510","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","HK","","Tsuen Wan","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.239009,114.136062,30298,NA,NA,NA,NA,NA,2023-07-24 20:51:00,24,7,2023,7261959,7261959,"HUMAN_OBSERVATION","iNaturalist","Observations","174726510","","Hong Kong Bat Radar",2023-07-25 01:19:19,"CC_BY_NC_4_0","Yu Ching Tam","Yu Ching Tam",NA,"",2023-09-28 12:29:52.315,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4145345109,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/169915921","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","TH","","Songkhla","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",6.950095,100.234022,15,NA,NA,NA,NA,NA,2023-06-23 19:40:00,23,6,2023,2432641,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","169915921","","Woraphot Bunkhwamdi",2023-06-28 09:34:10,"CC_BY_NC_4_0","Woraphot Bunkhwamdi","Woraphot Bunkhwamdi",NA,"",2023-09-28 14:06:55.425,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4134122649,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/166499332","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","TH","","Chiang Mai","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",19.394423,98.928028,2,NA,NA,NA,NA,NA,2023-04-04 11:24:00,4,4,2023,2432641,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","166499332","","Yuzefovich Alexander",2023-06-10 18:31:57,"CC_BY_NC_4_0","CORDENOS Thierry","CORDENOS Thierry",NA,"",2023-09-28 12:25:49.024,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4129994335,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/113681647","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","HK","","Sha Tin","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.383301,114.242256,61,NA,NA,NA,NA,NA,2022-04-29 21:47:00,29,4,2022,7261959,7261959,"HUMAN_OBSERVATION","iNaturalist","Observations","113681647","","Hong Kong Bat Radar",2023-06-05 03:19:29,"CC_BY_NC_4_0","Jacky Lau","Jacky Lau",NA,"",2023-09-28 12:10:34.416,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4129966434,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/139311883","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","HK","","Eastern","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.357785,114.242282,30298,NA,NA,NA,NA,NA,2022-07-23 20:45:00,23,7,2022,7261959,7261959,"HUMAN_OBSERVATION","iNaturalist","Observations","139311883","","Hong Kong Bat Radar",2023-06-04 03:59:38,"CC_BY_NC_4_0","randall_f","randall_f",NA,"",2023-09-28 12:12:31.68,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4129958339,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/99061715","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","HK","","Yuen Long","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.413577,114.095074,4059,NA,NA,NA,NA,NA,2017-10-23,23,10,2017,7261959,7261959,"HUMAN_OBSERVATION","iNaturalist","Observations","99061715","","matthewkwan",2021-10-23 07:52:07,"CC_BY_NC_4_0","matthewkwan","matthewkwan",NA,"",2023-09-28 11:51:43.579,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4129953360,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/108877735","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","HK","","Tsuen Wan","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.373874,114.095498,1000,NA,NA,NA,NA,NA,2020-09-02 21:34:00,2,9,2020,7261959,7261959,"HUMAN_OBSERVATION","iNaturalist","Observations","108877735","","blackdogto",2022-03-18 15:52:02,"CC_BY_NC_4_0","blackdogto","blackdogto",NA,"",2023-09-28 11:56:30.529,"StillImage","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4129949516,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/159615749","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","HK","","North","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.52859,114.16355,10,NA,NA,NA,NA,NA,2023-04-30 19:18:00,30,4,2023,7261959,7261959,"HUMAN_OBSERVATION","iNaturalist","Observations","159615749","","johnallcock",2023-05-04 08:35:43,"CC_BY_NC_4_0","johnallcock","johnallcock",NA,"",2023-09-28 12:37:28.433,"StillImage","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4129938342,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/107498644","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","HK","","Sha Tin","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.295555,114.069943,30298,NA,NA,NA,NA,NA,2022-02-26 21:36:00,26,2,2022,2432639,2432639,"HUMAN_OBSERVATION","iNaturalist","Observations","107498644","","H.T.Cheng",2022-02-27 05:45:03,"CC_BY_NC_4_0","H.T.Cheng","H.T.Cheng",NA,"",2023-09-28 11:56:02.392,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4129872384,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/115565357","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","HK","","Tai Po","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.436783,114.192077,61,NA,NA,NA,NA,NA,2022-04-30 00:17:00,30,4,2022,2432639,2432639,"HUMAN_OBSERVATION","iNaturalist","Observations","115565357","","johnallcock",2022-05-05 14:34:12,"CC_BY_NC_4_0","johnallcock","johnallcock",NA,"",2023-09-28 11:59:47.536,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4129843329,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/91218045","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","HK","","Sai Kung","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.374099,114.263872,5,NA,NA,NA,NA,NA,2021-08-14 20:56:29,14,8,2021,7261959,7261959,"HUMAN_OBSERVATION","iNaturalist","Observations","91218045","","Hong Kong Bat Radar",2023-06-03 17:02:24,"CC_BY_NC_4_0","Dailun Shi","Dailun Shi",NA,"",2023-09-28 11:47:31.728,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4129802421,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/130620023","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","HK","","Tsuen Wan","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.262606,114.038025,30298,NA,NA,NA,NA,NA,2022-08-13 14:04:16,13,8,2022,7261959,7261959,"HUMAN_OBSERVATION","iNaturalist","Observations","130620023","","Tse Chung Yi",2022-08-13 12:53:32,"CC_BY_NC_4_0","Tse Chung Yi","Tse Chung Yi",NA,"",2023-09-28 13:38:34.446,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4129794394,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/115565345","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","HK","","Tai Po","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.445912,114.1373,122,NA,NA,NA,NA,NA,2022-04-29 05:24:00,29,4,2022,7261959,7261959,"HUMAN_OBSERVATION","iNaturalist","Observations","115565345","","johnallcock",2022-05-05 14:34:10,"CC_BY_NC_4_0","johnallcock","johnallcock",NA,"",2023-09-28 13:30:10.645,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4129793419,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/115565352","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","HK","","Tai Po","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.445912,114.1373,122,NA,NA,NA,NA,NA,2022-04-29 02:08:00,29,4,2022,2432639,2432639,"HUMAN_OBSERVATION","iNaturalist","Observations","115565352","","johnallcock",2022-05-05 14:34:11,"CC_BY_NC_4_0","johnallcock","johnallcock",NA,"",2023-09-28 12:01:42.207,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4129788601,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/159615754","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus affinis","","SPECIES","Rhinolophus affinis Horsfield, 1823","Rhinolophus affinis","","HK","","North","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.52859,114.16355,10,NA,NA,NA,NA,NA,2023-04-30 19:49:00,30,4,2023,2432641,2432641,"HUMAN_OBSERVATION","iNaturalist","Observations","159615754","","johnallcock",2023-05-04 08:35:44,"CC_BY_NC_4_0","johnallcock","johnallcock",NA,"",2023-09-28 12:23:24.293,"StillImage","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4129731353,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/68630287","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","HK","","Sha Tin","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.40621,114.241306,31,NA,NA,NA,NA,NA,2021-01-25 10:09:00,25,1,2021,7261959,7261959,"HUMAN_OBSERVATION","iNaturalist","Observations","68630287","","bdagley",2021-03-01 11:46:16,"CC_BY_NC_4_0","Stanley Chan","Stanley Chan",NA,"",2023-09-28 11:34:51.924,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4129670389,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/125042188","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus sinicus","","SPECIES","Rhinolophus sinicus K.Andersen, 1905","Rhinolophus sinicus","","HK","","Tai Po","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.446083,114.100543,30278,NA,NA,NA,NA,NA,2022-07-05,5,7,2022,7261959,7261959,"HUMAN_OBSERVATION","iNaturalist","Observations","125042188","","Hong Kong Bat Radar",2023-06-03 16:13:38,"CC_BY_4_0","Lawrence Hylton","Lawrence Hylton",NA,"",2023-09-28 13:35:15.761,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4120852435,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/160749265","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus","","SPECIES","Rhinolophus pusillus Temminck, 1834","Rhinolophus pusillus","","HK","","Tsuen Wan","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",22.380136,114.132286,30298,NA,NA,NA,NA,NA,2023-05-09 17:55:00,9,5,2023,2432639,2432639,"HUMAN_OBSERVATION","iNaturalist","Observations","160749265","","Edward",2023-05-09 15:24:26,"CC_BY_NC_4_0","Edward","Edward",NA,"",2023-09-28 13:53:43.223,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
